Ticker,Weight_%,Ret,Vol
ASIAN PAINTS LTD.,30.0,1.9923216809860318,1.5910863275741787
ULTRATECH CEMENT LTD.,30.0,-0.12342876295663441,1.7800887002049477
TATA CONSULTANCY SERVICES LTD.,29.99999999999996,1.9235640177264663,1.4160195358288523
H D F C BANK LTD.,9.999999999999954,0.42844712426876563,1.435173321997015
CIPLA LTD.,3.469446951953614e-14,0.34923719973919576,1.6411836038227319
I T C LTD.,0.0,-1.1619457431791436,1.5009167124425609
