Ticker,Weight_%,Model,Pred_Return_%,Volatility_%
ULTRATECH CEMENT LTD.,29.99999999960971,Lasso,-0.056552313381834765,1.7800887002049477
ASIAN PAINTS LTD.,29.9999999994842,Lasso,-0.056552313381834765,1.5910863275741787
CIPLA LTD.,29.999999999447592,Lasso,-0.056552313381834765,1.6411836038227319
H D F C BANK LTD.,10.00000000027846,Lasso,-0.056552313381834765,1.435173321997015
I T C LTD.,6.21937069673857e-10,Lasso,-0.056552313381834765,1.5009167124425609
TATA CONSULTANCY SERVICES LTD.,5.581018286404671e-10,Lasso,-0.056552313381834765,1.4160195358288523
