Ticker,Weight_%,Ret,Vol
ULTRATECH CEMENT LTD.,29.999999999832273,-0.15456465677471828,1.7800887002049477
ASIAN PAINTS LTD.,29.999999999774012,-0.04762660506751179,1.5910863275741787
CIPLA LTD.,29.999999999758998,-0.07162791659872624,1.6411836038227319
H D F C BANK LTD.,10.000000000153397,-0.06691937982161035,1.435173321997015
I T C LTD.,2.7106573818487666e-10,-0.07044100682771229,1.5009167124425609
TATA CONSULTANCY SERVICES LTD.,2.1025958751863527e-10,-0.04294720589753245,1.4160195358288523
